,0,1,2,3,4,5,6,7,8,9
0,0.8392857142857144,0.8443877551020408,0.8516320474777448,0.3885869565217419,0.8090815273477787,0.4767441860465116,0.9872611464968153,0.24035608308605344,0.32388663967611336,0.0
1,0.3541666666666667,0.39030612244897955,0.4065281899109791,0.5597826086956523,0.8740970072239413,0.7441860465116279,0.9426751592356688,0.2908011869436202,0.22672064777327933,0.0
2,0.24404761904761912,0.22193877551020413,0.22551928783382785,0.366847826086957,0.8008255933952508,0.6046511627906976,0.9872611464968153,0.4213649851632048,0.3792172739541161,0.0
3,0.5059523809523812,0.5000000000000001,0.4213649851632046,0.6032608695652186,0.21259029927760587,0.2906976744186046,0.7515923566878981,0.2017804154302671,0.07692307692307691,0.0
4,0.4345238095238096,0.46173469387755106,0.344213649851632,0.6032608695652186,0.21052631578947256,0.5465116279069767,0.6305732484076433,0.13056379821958458,0.029689608636977047,0.0
5,0.3154761904761905,0.22959183673469385,0.37388724035608306,0.304347826086957,0.09081527347781027,0.5930232558139534,0.7643312101910827,0.4599406528189912,0.32388663967611336,0.0
6,0.33928571428571436,0.2908163265306123,0.37388724035608306,0.36141304347826164,0.7987616099071193,0.7906976744186046,0.9872611464968153,0.5370919881305639,0.2766531713900135,0.0
7,0.4791666666666668,0.46173469387755106,0.4896142433234421,0.429347826086957,0.8245614035087705,0.39534883720930225,0.9745222929936306,0.40652818991097933,0.2766531713900135,0.0
8,0.45535714285714285,0.40816326530612246,0.46290801186943614,0.625,0.2270381836945301,0.5697674418604651,0.7197452229299364,0.25816023738872407,0.2766531713900135,0.0
9,0.44642857142857145,0.36734693877551017,0.403560830860534,0.40489130434782794,0.1351909184726523,0.6627906976744186,0.5668789808917197,0.2789317507418398,0.2766531713900135,1.0
10,0.7083333333333335,0.7448979591836736,0.5875370919881304,0.47554347826087096,0.8421052631578938,0.41860465116279066,0.9872611464968153,0.3234421364985164,0.32388663967611336,0.0
11,0.6398809523809523,0.604591836734694,0.6706231454005933,0.3451086956521756,0.792569659442723,0.627906976744186,0.9872611464968153,0.34421364985163205,0.17408906882591096,0.0
12,0.443452380952381,0.37755102040816335,0.5222551928783383,0.6766304347826129,0.9184726522187798,0.7325581395348837,0.9872611464968153,0.09198813056379823,0.053981106612685556,0.0
13,0.3958333333333333,0.30612244897959184,0.5400593471810089,0.3913043478260896,0.8101135190918463,0.8604651162790697,0.9426751592356688,0.2729970326409496,0.3792172739541161,0.0
14,0.5654761904761905,0.4846938775510202,0.5994065281899108,0.2391304347826093,0.08668730650154721,0.627906976744186,0.6496815286624205,0.43916913946587544,0.30229419703103916,0.0
15,0.2529761904761904,0.22959183673469385,0.23738872403560823,0.8668478260869605,0.280701754385964,0.8255813953488371,0.42038216560509556,0.0741839762611276,0.029689608636977047,0.0
16,0.5297619047619047,0.576530612244898,0.47181008902077143,0.6086956521739175,0.8926728586171286,0.4883720930232558,0.9745222929936306,0.2225519287833828,0.22672064777327933,0.0
17,0.4345238095238096,0.44897959183673464,0.4065281899109791,0.7119565217391326,0.9318885448916383,0.7441860465116279,0.9044585987261147,0.0741839762611276,0.07692307692307691,0.0
18,0.5386904761904763,0.576530612244898,0.4243323442136498,0.41304347826087096,0.8183694530443741,0.5348837209302325,0.9872611464968153,0.11275964391691398,0.1268556005398111,0.0
19,0.42857142857142866,0.44897959183673464,0.4065281899109791,0.6195652173913082,0.8968008255933935,0.6627906976744186,0.9872611464968153,0.12462908011869436,0.1268556005398111,0.0
20,0.6160714285714286,0.6607142857142857,0.6201780415430267,0.43478260869565233,0.8276573787409696,0.7790697674418604,0.9872611464968153,0.427299703264095,0.30229419703103916,0.0
21,0.6309523809523809,0.576530612244898,0.7032640949554896,0.41304347826087096,0.8183694530443741,0.6627906976744186,0.9872611464968153,0.23442136498516325,0.10256410256410257,0.0
22,0.2827380952380953,0.3112244897959183,0.17210682492581603,0.3994565217391326,0.117647058823529,0.43023255813953487,0.7643312101910827,0.28486646884273,0.22672064777327933,0.0
23,0.6785714285714286,0.663265306122449,0.5964391691394657,0.3559782608695663,0.13931888544891535,0.33720930232558144,0.8152866242038217,0.2729970326409496,0.2766531713900135,0.0
24,0.49107142857142866,0.4336734693877551,0.572700296735905,0.36141304347826164,0.7997936016511851,0.6395348837209301,0.9872611464968153,0.2997032640949555,0.22672064777327933,0.0
